ammenity,location,name,price,type,view,Column1,Cleaned_name,Number of Ammenity
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Train, Near Bus stop, 24 hours security, Multi-purpose hall, Playground, Surau, Mini Market",Malaysia,"Zero Deposit Single Room at Balakong, Selangor Near Bangi Bilik Sewa",RM 390.00,Single Room,20,Views,Zero Deposit Single Room at Balakong Selangor Near Bangi Bilik Sewa,12
"Washing Machine, Cooking Allowed, Share Bathroom, Near LRT, 24 hours security, Playground, Mini Market",Kuala Lumpur,"Small Room To Let at Dahlia Apartment - Sri Rampai, Wangsa Maju",RM 420.00,Single Room,16,Views,Small Room To Let at Dahlia Apartment  Sri Rampai Wangsa Maju,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop",Selangor,F/F SINGLE ROOM at SS2 nearby LRT Station include utility / cleaning / WIFI,RM 450.00,Single Room,7,Views,FF SINGLE ROOM at SS2 nearby LRT Station include utility  cleaning  WIFI,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, TV, Share Bathroom, Near LRT / MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Mini Market",Kuala Lumpur,"Middle Room at Vue Residences, Titiwangsa",RM 850.00,Middle Room,18,Views,Middle Room at Vue Residences Titiwangsa,13
"Washing Machine, Cooking Allowed, TV, Private Bathroom, Near LRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Surau, Mini Market",Malaysia,Master Bedroom at M3 Residency Taman Melati Setapak,RM 600.00,Master Room,24,Views,Master Bedroom at M3 Residency Taman Melati Setapak,12
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Mini Market",Petaling Jaya,"Single Room at Suria Damansara, Kelana Jaya",RM 400.00,Single Room,19,Views,Single Room at Suria Damansara Kelana Jaya,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park",Malaysia,"Single Private Room at Cyberia SmartHomes, Cyberjaya next to MMU and Many Convenience Shops",RM 450.00,Single Room,60,Views,Single Private Room at Cyberia SmartHomes Cyberjaya next to MMU and Many Convenience Shops,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Private Bathroom, 24 hours security, Multi-purpose hall, Covered car park",Johor,"Master Room at Taman Majidee, Johor Bahru",RM 700.00,Master Room,12,Views,Master Room at Taman Majidee Johor Bahru,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Multi-purpose hall",Johor,Fully furnished common room for rent,RM 550.00,Middle Room,27,Views,Fully furnished common room for rent,4
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Mini Market",KL City Centre,FEMALE ONLY! Newly open Medium Room for Rent at Bistari Condominium @PWTC,RM 850.00,Middle Room,13,Views,FEMALE ONLY Newly open Medium Room for Rent at Bistari Condominium PWTC,17
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Mini Market",Kuala Lumpur,"Middle Room at KL Palace Court, Kuchai Lama",RM 650.00,Middle Room,18,Views,Middle Room at KL Palace Court Kuchai Lama,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop",Selangor,F/F SINGLE ROOM at SS2 near LRT Taman Bahagia include utility / cleaning / WIFI,RM 450.00,Single Room,9,Views,FF SINGLE ROOM at SS2 near LRT Taman Bahagia include utility  cleaning  WIFI,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop",Selangor,F/F SINGLE ROOM at SS2 nearby LRT Station include utility / cleaning / WIFI,RM 450.00,Single Room,9,Views,FF SINGLE ROOM at SS2 nearby LRT Station include utility  cleaning  WIFI,7
"Washing Machine, Cooking Allowed, Share Bathroom",Selangor,Bilik Sewa Muslim | Mei 2022 | Flat Arista,RM 183.00,Master Room,23,Views,Bilik Sewa Muslim  Mei 2022  Flat Arista,3
"Washing Machine, Cooking Allowed, TV, Share Bathroom, Near Bus stop, 24 hours security, Covered car park, Mini Market",Malaysia,"Master Room at Tanjung Tokong, Penang",RM 350.00,Master Room,44,Views,Master Room at Tanjung Tokong Penang,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall",Kuala Lumpur,"Single Room at Platinum Lake PV15, Setapak",RM 500.00,Single Room,47,Views,Single Room at Platinum Lake PV15 Setapak,10
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Surau",Petaling Jaya,"Medium room for rent at Residensi Laguna Condo, Bandar Sunway",RM 650.00,Middle Room,11,Views,Medium room for rent at Residensi Laguna Condo Bandar Sunway,13
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Surau, Mini Market",Selangor,"walking distance to MRT Middle Room at Batu 9 Cheras, Cheras South",RM 700.00,Middle Room,16,Views,walking distance to MRT Middle Room at Batu 9 Cheras Cheras South,15
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Surau, Mini Market",Petaling Jaya,"LAST UNIT Middle Room at Emporis, Kota Damansara",RM 750.00,Middle Room,25,Views,LAST UNIT Middle Room at Emporis Kota Damansara,13
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Mini Market",Petaling Jaya,"Small Room at Palm Spring, Kota Damansara for Chinese Female Only",RM 225.00,Single Room,42,Views,Small Room at Palm Spring Kota Damansara for Chinese Female Only,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, TV, Private Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Mini Market",Selangor,"Master Room at Cyberia SmartHomes, Cyberjaya",RM 650.00,Master Room,29,Views,Master Room at Cyberia SmartHomes Cyberjaya,13
"Air-Conditioning, Washing Machine, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Mini Market",Kuala Lumpur,"Middle Room at PV18 Residence Platinum Lake City, Setapak",RM 700.00,Middle Room,16,Views,Middle Room at PV18 Residence Platinum Lake City Setapak,11
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near KTM, Near LRT, Near Train, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Covered car park, Mini Market",Kuala Lumpur,"Middle Room at Rafflesia Sentul Condominium, Sentul",RM 650.00,Middle Room,16,Views,Middle Room at Rafflesia Sentul Condominium Sentul,15
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near LRT / MRT, Near LRT, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Mini Market",Puchong,"Master Room at Setia Walk, Pusat Bandar Puchong","RM 1,000.00",Master Room,11,Views,Master Room at Setia Walk Pusat Bandar Puchong,14
"Washing Machine, Cooking Allowed, Share Bathroom, Near KTM, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Selangor,"Single Room at South City Plaza, Seri Kembangan",RM 350.00,Single Room,24,Views,Single Room at South City Plaza Seri Kembangan,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, Mini Market",Selangor,📣📣📣SUPER SUPER LOW DEPOSIT MIDDLE ROOM AT SS15 SUBANG JAYA,RM 520.00,Middle Room,20,Views,SUPER SUPER LOW DEPOSIT MIDDLE ROOM AT SS15 SUBANG JAYA,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security, OKU Friendly, Covered car park, Surau, Mini Market",Selangor,DEPOSIT EXPENSIVE ❓❓❓❓LOOK HERE❗❗❗❗ SUPER LOW DEPOSIT 🤪🤪🤪🤪MIDDLE ROOM AT SS2 PETALING JAYA,RM 550.00,Middle Room,8,Views,DEPOSIT EXPENSIVE LOOK HERE SUPER LOW DEPOSIT MIDDLE ROOM AT SS2 PETALING JAYA,15
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security, OKU Friendly, Covered car park, Surau",Selangor,WHY KEEP LOOKING ❓❓❓RM 300 ONLY BOOKING SUPER CHEAP MIDDLE ROOM LOW DEPOSIT AT SS2 PETALING JAYA,RM 550.00,Middle Room,11,Views,WHY KEEP LOOKING RM 300 ONLY BOOKING SUPER CHEAP MIDDLE ROOM LOW DEPOSIT AT SS2 PETALING JAYA,15
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Covered car park, Mini Market",Malaysia,"Middle Room at Setapak, Kuala Lumpur",RM 550.00,Middle Room,16,Views,Middle Room at Setapak Kuala Lumpur,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Mini Market",Kuala Lumpur,"Middle Room at KL Palace Court, Kuchai Lama",RM 650.00,Middle Room,9,Views,Middle Room at KL Palace Court Kuchai Lama,11
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Selangor,"0 Agent fee🛏️Shared room for rent Paramount Utropolis @ Glenmarie, Shah Alam",RM 450.00,Middle Room,18,Views,0 Agent feeShared room for rent Paramount Utropolis  Glenmarie Shah Alam,21
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near LRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Mini Market",Petaling Jaya,"((0 DEPOSIT))  Master Room attach own balcony and bathroom at Pacific Place, Ara Damansara",RM 950.00,Master Room,12,Views,0 DEPOSIT  Master Room attach own balcony and bathroom at Pacific Place Ara Damansara,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security, OKU Friendly, Playground, Mini Market",Selangor,📣📣📣 ONLY 1 MONTH DEPOSIT ❗❗❗SUPER BIG MIDDLE ROOM AT SS2 PETALING JAYA,RM 600.00,Middle Room,9,Views, ONLY 1 MONTH DEPOSIT SUPER BIG MIDDLE ROOM AT SS2 PETALING JAYA,15
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Petaling Jaya,"Clean Middle Room at Pacific Place, Ara Damansara, PJ near LRT Station",RM 750.00,Middle Room,8,Views,Clean Middle Room at Pacific Place Ara Damansara PJ near LRT Station,20
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT / MRT, Near LRT, Near MRT, Near Bus stop, 24 hours security, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park",Kuala Lumpur,"Single Room at Plaza 393, Cheras",RM 450.00,Single Room,19,Views,Single Room at Plaza 393 Cheras,13
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security, OKU Friendly, Playground, Covered car park, Mini Market",Selangor,❗❗❗SUPER SUPER LOW DEPOSIT 📣📣📣SUPER BIG MIDDLE ROOM AT SS2 PETALING JAYA🎆🎆🎆,RM 550.00,Middle Room,11,Views,SUPER SUPER LOW DEPOSIT SUPER BIG MIDDLE ROOM AT SS2 PETALING JAYA,16
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Mini Market",Selangor,"Low deposit, full furnished, near uitm, private bathroom","RM 1,000.00",Middle Room,10,Views,Low deposit full furnished near uitm private bathroom,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near LRT, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Petaling Jaya,"comfy ((0 DEPOSIT)) Medium Room including utility bill at Pacific Place, Ara Damansara",RM 650.00,Middle Room,12,Views,comfy 0 DEPOSIT Medium Room including utility bill at Pacific Place Ara Damansara,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Mini Market",Malaysia,📣📣📣 LOW LOW DEPOSIT 🎆🎆🎆MIDDLE ROOM AT SS2 PETALING JAYA,RM 600.00,Middle Room,11,Views, LOW LOW DEPOSIT MIDDLE ROOM AT SS2 PETALING JAYA,17
"Air-Conditioning, Washing Machine, Cooking Allowed, Share Bathroom, Near LRT / MRT, Near MRT, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Mini Market",Kuala Lumpur,"Single Room at Saville @ Cheras, Cheras",RM 550.00,Single Room,33,Views,Single Room at Saville  Cheras Cheras,13
"Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near LRT / MRT, Near LRT, Near Train, 24 hours security, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Malaysia,1 Bilik Sewa Master + Wifi di Pangsapuri Bukit Baru untuk May 2022 intake,RM 370.00,Master Room,29,Views,1 Bilik Sewa Master  Wifi di Pangsapuri Bukit Baru untuk May 2022 intake,13
"Air-Conditioning, Washing Machine, Cooking Allowed, TV, Near LRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Covered car park",Puchong,[Prefer Female] RM650 middle room with fully furnished,RM 650.00,Middle Room,19,Views,Prefer Female RM650 middle room with fully furnished,10
"Washing Machine, Cooking Allowed",Puchong,[Prefer female] RM550 with fully furnished,RM 550.00,Single Room,18,Views,Prefer female RM550 with fully furnished,2
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Train, Near Bus stop, 24 hours security, Playground, Surau, Mini Market",Selangor,"Master Room at Bandar Mahkota Cheras, Cheras South",RM 900.00,Master Room,19,Views,Master Room at Bandar Mahkota Cheras Cheras South,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Cheras South,"Middle Room at Damai Hillpark, Bandar Damai Perdana (Fully Furnished) 8min drive to Balakong C180, Taman Lensen, Bukit Cheras",RM 700.00,Middle Room,18,Views,Middle Room at Damai Hillpark Bandar Damai Perdana Fully Furnished 8min drive to Balakong C180 Taman Lensen Bukit Cheras,13
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Train, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Cheras,"Middle Room at Bayu Tasik 2, Bandar Sri Permaisuri (Fully Furnished) 3min drive to LRT Salak Selatan, and Sunway Velocity",RM 700.00,Middle Room,19,Views,Middle Room at Bayu Tasik 2 Bandar Sri Permaisuri Fully Furnished 3min drive to LRT Salak Selatan and Sunway Velocity,15
"Air-Conditioning, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",KL City Centre,"Single Room at One-Stop, Pudu, KL Fraser Business Park (Fully Furnished) 3min walk to LRT Chan Sow Lin",RM 490.00,Single Room,23,Views,Single Room at OneStop Pudu KL Fraser Business Park Fully Furnished 3min walk to LRT Chan Sow Lin,15
"Air-Conditioning, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near LRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",KL City Centre,"Middle Room at One-Stop, Pudu, KL @ Fraser Business Park (Fully Furnished) 3min walk to LRT Chan Sow Lin, Southgate",RM 580.00,Middle Room,12,Views,Middle Room at OneStop Pudu KL  Fraser Business Park Fully Furnished 3min walk to LRT Chan Sow Lin Southgate,16
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop",Selangor,"Single Room at Bandar Bukit Tinggi 2, Klang",RM 350.00,Single Room,22,Views,Single Room at Bandar Bukit Tinggi 2 Klang,5
"Air-Conditioning, Washing Machine, Cooking Allowed, Share Bathroom, 24 hours security",Subang Jaya,"Middle Room at USJ 11, UEP Subang Jaya",RM 321.00,Middle Room,13,Views,Middle Room at USJ 11 UEP Subang Jaya,5
"Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop, Playground, Surau, Mini Market",Subang Jaya,"Single Room at Goodyear Court 9, UEP Subang Jaya",RM 240.00,Single Room,24,Views,Single Room at Goodyear Court 9 UEP Subang Jaya,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop",Selangor,F/F SINGLE ROOM at SS2 nearby LRT Station include utility / cleaning / WIFI,RM 450.00,Single Room,13,Views,FF SINGLE ROOM at SS2 nearby LRT Station include utility  cleaning  WIFI,7
"Air-Conditioning, Wifi / Internet Access, Private Bathroom, 24 hours security, Swimming Pools",Kuala Lumpur,"Master Room at Arte Plus, Ampang Hilir",RM 900.00,Master Room,15,Views,Master Room at Arte Plus Ampang Hilir,5
"Washing Machine, Cooking Allowed, TV, Share Bathroom, Playground, Surau, Mini Market",Negeri Sembilan,"Middle Room at Taman Panchor Jaya, Seremban",RM 400.00,Middle Room,17,Views,Middle Room at Taman Panchor Jaya Seremban,7
"Air-Conditioning, Washing Machine, Cooking Allowed, TV, Private Bathroom, Near KTM / LRT, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Mini Market",Selangor,"Master Room at Belimbing Heights, Seri Kembangan",RM 600.00,Master Room,14,Views,Master Room at Belimbing Heights Seri Kembangan,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near LRT, Near Train, 24 hours security, Gymnasium Facility, Multi-purpose hall, Covered car park, Mini Market",Kuala Lumpur,"Middle Room at Rafflesia Sentul Condominium, Walking Distance to LRT Sentul Timur",RM 650.00,Middle Room,15,Views,Middle Room at Rafflesia Sentul Condominium Walking Distance to LRT Sentul Timur,13
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT / MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Covered car park, Mini Market",Selangor,💯Comfy Fully Furnished Shared Room for RENT in Utropolis Glenmarie ✨ [WALKING DISTANCE KDU University College😲],RM 450.00,Middle Room,16,Views,Comfy Fully Furnished Shared Room for RENT in Utropolis Glenmarie  WALKING DISTANCE KDU University College,13
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Surau, Mini Market",Malaysia,Single Room for rent at Jalan Ipoh near to KTM Taman Wahyu,RM 550.00,Single Room,13,Views,Single Room for rent at Jalan Ipoh near to KTM Taman Wahyu,16
"Air-Conditioning, Washing Machine, TV, Private Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall",Malaysia,Master room,"RM 1,200.00",Master Room,25,Views,Master room,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Private Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",KL City Centre,"Master Room at The CapSquare Residences, Dang Wangi",RM 300.00,Master Room,83,Views,Master Room at The CapSquare Residences Dang Wangi,23
"Air-Conditioning, Washing Machine, Cooking Allowed, Share Bathroom, Private Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Covered car park, Mini Market",Kuala Lumpur,"Suite at MH Platinum Residences, Setapak","RM 1,500.00",Suite,14,Views,Suite at MH Platinum Residences Setapak,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Private Bathroom, Near KTM, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Malaysia,"Fully Furnished Cozy Single Room 5 mins to Dutamas, Mont Kiara , Publika",RM 600.00,Single Room,29,Views,Fully Furnished Cozy Single Room 5 mins to Dutamas Mont Kiara  Publika,18
"Washing Machine, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Selangor,"Middle Room at Park 51 Residency, Petaling Jaya",RM 450.00,Middle Room,30,Views,Middle Room at Park 51 Residency Petaling Jaya,14
"Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near LRT / MRT, Near LRT, Near Train, 24 hours security, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Kuala Lumpur,1 Bilik Sewa Master + Wifi di Pangsapuri Bukit Baru untuk May 2022 intake,RM 370.00,Master Room,43,Views,1 Bilik Sewa Master  Wifi di Pangsapuri Bukit Baru untuk May 2022 intake,13
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Private Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Selangor,MASTER ROOM AT TRADERS GARDEN BALAKONG (C180) FOR RENT,RM 850.00,Master Room,13,Views,MASTER ROOM AT TRADERS GARDEN BALAKONG C180 FOR RENT,16
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Covered car park, Mini Market",Johor Bahru,"Middle Room at Taman Ungku Tun Aminah, Skudai",RM 600.00,Middle Room,17,Views,Middle Room at Taman Ungku Tun Aminah Skudai,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near KTM / LRT, Near KTM, Near LRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Covered car park, Mini Market",Kuala Lumpur,"Middle Room at Rafflesia Sentul Condominium, Walking Distance to LRT Sentul Timur",RM 650.00,Middle Room,20,Views,Middle Room at Rafflesia Sentul Condominium Walking Distance to LRT Sentul Timur,17
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Private Bathroom, Near Train, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Kuala Lumpur,"Suite at The Era, Segambut","RM 2,400.00",Suite,21,Views,Suite at The Era Segambut,17
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Petaling Jaya,"Middle Room at Sunway Geo Residences, Bandar Sunway","RM 1,250.00",Middle Room,16,Views,Middle Room at Sunway Geo Residences Bandar Sunway,16
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Penang,"Single Room (Male/Female) at N-Park, Batu Uban, Near USM, Queensbay, Factory Area, Lotus Hypermarket",RM 450.00,Single Room,39,Views,Single Room MaleFemale at NPark Batu Uban Near USM Queensbay Factory Area Lotus Hypermarket,13
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Petaling Jaya,"Nice Middle Room at Pacific Place, Ara Damansara, near LRT Station",RM 750.00,Middle Room,17,Views,Nice Middle Room at Pacific Place Ara Damansara near LRT Station,20
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Puchong,Middle Luxury Fully Furnished room atmosfera zefer puchong jaya,RM 850.00,Middle Room,14,Views,Middle Luxury Fully Furnished room atmosfera zefer puchong jaya,15
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Covered car park, Mini Market",Petaling Jaya,"((0 DEPOSIT)) Middle Room  including utility bill at Pacific Place, Ara Damansara",RM 650.00,Middle Room,12,Views,0 DEPOSIT Middle Room  including utility bill at Pacific Place Ara Damansara,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Petaling Jaya,"Available now Clean Middle Room at Pacific Place, Ara Damansara, PJ near LRT Station",RM 750.00,Middle Room,13,Views,Available now Clean Middle Room at Pacific Place Ara Damansara PJ near LRT Station,20
