ammenity,location,name,price,type,view,Column1,Cleaned_name,Number of Ammenity
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Bus stop, 24 hours security, Playground, Mini Market",Selangor,"Fully furnished - Single Room at Damansara Jaya, Petaling Jaya",RM 640.00,Single Room,153,Views,Fully furnished  Single Room at Damansara Jaya Petaling Jaya,10
"Air-Conditioning, Washing Machine, Private Bathroom, Covered car park",Selangor,"Master Room at Bandar Sunway, Petaling Jaya/ Driving distance to Sunway Pyramid, Sunway Medical Centre, Sunway Geo Avenue",RM 680.00,Master Room,210,Views,Master Room at Bandar Sunway Petaling Jaya Driving distance to Sunway Pyramid Sunway Medical Centre Sunway Geo Avenue,4
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Private Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, 24 hours security, Covered car park",Selangor,"🔒 Available Room at SS2, Petaling Jaya with Great Location & Comfortable Living 📢",RM 580.00,Single Room,46,Views, Available Room at SS2 Petaling Jaya with Great Location  Comfortable Living ,14
"Near LRT, Near Train",KL City Centre,"Rooftop Pool 🏊‍♂️ Regalia Residence 📍 Walking Distance 🏃‍♀️To LRT PWTC, KTM Putra 🚆Rental Starting RM 1400 For Monthly Without Deposit🙅‍♂️","RM 1,400.00",Master Room,10,Views,Rooftop Pool  Regalia Residence  Walking Distance To LRT PWTC KTM Putra Rental Starting RM 1400 For Monthly Without Deposit,2
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, 24 hours security, Swimming Pools, Gymnasium Facility, Surau, Mini Market",Kuala Lumpur,"[Lady Muslim] Single Room at Seri Maya, Setiawangsa next to LRT to KLCC KL Sentral Bukit Bintang",RM 585.00,Single Room,107,Views,Lady Muslim Single Room at Seri Maya Setiawangsa next to LRT to KLCC KL Sentral Bukit Bintang,11
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Private Bathroom, Near LRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Covered car park, Surau",Kuala Lumpur,"Master Room at KLCC, KL City Centre","RM 1,495.00",Master Room,10,Views,Master Room at KLCC KL City Centre,13
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Mini Market",Malaysia,"Single Room at Cyberjaya, Selangor",RM 450.00,Single Room,32,Views,Single Room at Cyberjaya Selangor,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Covered car park, Mini Market",Selangor,Room near Taman Bahagia lrt station,RM 650.00,Single Room,6,Views,Room near Taman Bahagia lrt station,11
"Near MRT, Near Bus stop, 24 hours security",Petaling Jaya,"M/F Middle Room at Pelangi Utama, Bandar Utama",RM 800.00,Middle Room,167,Views,MF Middle Room at Pelangi Utama Bandar Utama,3
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop",Selangor,F/F SINGLE ROOM at SS2 nearby LRT Station include utility / cleaning / WIFI,RM 450.00,Single Room,14,Views,FF SINGLE ROOM at SS2 nearby LRT Station include utility  cleaning  WIFI,7
"Washing Machine, Near KTM, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Malaysia,PET FRIENDLY Eco Meadows Middle Room For Rent (Females only),RM 490.00,Middle Room,47,Views,PET FRIENDLY Eco Meadows Middle Room For Rent Females only,12
"Air-Conditioning, Washing Machine, Cooking Allowed, Near LRT / MRT, Near MRT, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Covered car park",Kuala Lumpur,"Middle Room at Saville @ Cheras, Cheras",RM 750.00,Middle Room,32,Views,Middle Room at Saville  Cheras Cheras,10
"Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near Train, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Petaling Jaya,Stop 🤠Single room at Pelangi utama condominium,RM 550.00,Single Room,600,Views,Stop Single room at Pelangi utama condominium,16
"Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Petaling Jaya,FREE UTILITY MIDDLE ROOM FOR RENT AT PELANGI UTAMA CONDO,RM 699.00,Middle Room,55,Views,FREE UTILITY MIDDLE ROOM FOR RENT AT PELANGI UTAMA CONDO,16
"Air-Conditioning, Washing Machine, Share Bathroom, Near LRT / MRT, Near KTM, 24 hours security, Swimming Pools, Gymnasium Facility, Covered car park",Selangor,"Furnished Middle Room at Univ 360 near UPM, Hospital Serdang, Mines, Bkt Jalil, KTM Serdang, Cheras South, Balakong, Sg. Besi & KL-Seremban Highways",RM 500.00,Middle Room,53,Views,Furnished Middle Room at Univ 360 near UPM Hospital Serdang Mines Bkt Jalil KTM Serdang Cheras South Balakong Sg. Besi  KLSeremban Highways,9
"Washing Machine, Wifi / Internet Access, Cooking Allowed, Near KTM / LRT, Near LRT / MRT, Near KTM, Near LRT, Near MRT, Near Train, Near Bus stop, Covered car park, Mini Market",Malaysia,"Middle Room at Balakong, Selangor",RM 340.00,Middle Room,13,Views,Middle Room at Balakong Selangor,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Near LRT / MRT, Near LRT, 24 hours security",Puchong,"Medium Room at Setia Walk, Pusat Bandar Puchong",RM 800.00,Middle Room,20,Views,Medium Room at Setia Walk Pusat Bandar Puchong,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT, Near Train",Selangor,Single Room in Puchong Prima,RM 630.00,Single Room,9,Views,Single Room in Puchong Prima,8
"Air-Conditioning, Wifi / Internet Access, Near LRT, Near Bus stop",Kuala Lumpur,"Zero Deposit ⚡ Middle Room Located near Alam Sutera, Bukit Jalil",RM 580.00,Middle Room,184,Views,Zero Deposit  Middle Room Located near Alam Sutera Bukit Jalil,4
"Wifi / Internet Access, Share Bathroom, Near LRT / MRT, Near MRT, Near Train, 24 hours security, Swimming Pools, Gymnasium Facility, Playground",Petaling Jaya,"Middle Room at Palm Spring, Kota Damansara",RM 680.00,Middle Room,48,Views,Middle Room at Palm Spring Kota Damansara,9
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop, Mini Market",Malaysia,"Middle Room , SS24 , Kelana Jaya , Nearby LRT Kelana Jaya",RM 570.00,Middle Room,9,Views,Middle Room  SS24  Kelana Jaya  Nearby LRT Kelana Jaya,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Private Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Penang,"Master Room at Batu Kawan, Seberang Perai",RM 800.00,Master Room,51,Views,Master Room at Batu Kawan Seberang Perai,15
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Near LRT, 24 hours security",Petaling Jaya,"Middle Room at D'Aman Crimson, Ara Damansara",RM 730.00,Middle Room,74,Views,Middle Room at DAman Crimson Ara Damansara,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Private Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Malaysia,🔥🔥ZERO DEPOSIT NEEDED🔥🔥 LIMITED ROOM FOR RENT IN ICITY NEW UNIT!!!!!!!🔥🔥,RM 600.00,Middle Room,22,Views,ZERO DEPOSIT NEEDED LIMITED ROOM FOR RENT IN ICITY NEW UNIT,14
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Train, 24 hours security, Mini Market",Selangor,💥💥  HOT UNIT  💥💥  Middle Room at SS2 👍👍  ( 1+1 Deposit )(2nd Month rental RM1) ONLY  👍👍,RM 570.00,Middle Room,27,Views,  HOT UNIT    Middle Room at SS2    11 Deposit 2nd Month rental RM1 ONLY  ,8
"Air-Conditioning, Wifi / Internet Access, Share Bathroom, Covered car park",Selangor,"Single Room at Kota Damansara, Petaling Jaya",RM 350.00,Single Room,283,Views,Single Room at Kota Damansara Petaling Jaya,4
"Air-Conditioning, Wifi / Internet Access, Cooking Allowed, Near LRT, Near Bus stop",KL City Centre,"Best Offer Regalia Rooftop Pool KL City, No Deposit, Near LRT, Sunway Putra Mall",RM 650.00,Middle Room,129,Views,Best Offer Regalia Rooftop Pool KL City No Deposit Near LRT Sunway Putra Mall,5
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Near Bus stop",Malaysia,"PROMO Booking Fee RM300 🚩 Single Room at Bangsar, Kuala Lumpur Near Bangsar Village, KL Sentral",RM 440.00,Single Room,1814,Views,PROMO Booking Fee RM300  Single Room at Bangsar Kuala Lumpur Near Bangsar Village KL Sentral,4
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop",Petaling Jaya,"Available now NO DEPOSIT !! Middle Room at PJS 9, Bandar Sunway",RM 550.00,Middle Room,51,Views,Available now NO DEPOSIT  Middle Room at PJS 9 Bandar Sunway,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Near MRT, Near Bus stop, 24 hours security, Playground, Covered car park, Mini Market",Petaling Jaya,SINGLE ROOM NEAR ONE UTAMA AND MRT !!,RM 550.00,Single Room,85,Views,SINGLE ROOM NEAR ONE UTAMA AND MRT ,10
"Air-Conditioning, Wifi / Internet Access, Share Bathroom, Near Bus stop, Swimming Pools, Gymnasium Facility",Selangor,"Middle Room at Bandar Sunway, Petaling Jaya",RM 700.00,Middle Room,47,Views,Middle Room at Bandar Sunway Petaling Jaya,6
"Washing Machine, Wifi / Internet Access, Near MRT, Near Bus stop, Swimming Pools, Gymnasium Facility",Petaling Jaya,"Single Room at Palm Spring, Kota Damansara",RM 600.00,Single Room,33,Views,Single Room at Palm Spring Kota Damansara,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near MRT, 24 hours security",Petaling Jaya,"💥 Zero Deposit  💥 Master Room at BU4, Bandar Utama",RM 820.00,Master Room,98,Views, Zero Deposit   Master Room at BU4 Bandar Utama,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near MRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Surau, Mini Market",Petaling Jaya,"FEMALE UNIT Original Middle Room at Palm Spring, Kota Damansara",RM 650.00,Middle Room,19,Views,FEMALE UNIT Original Middle Room at Palm Spring Kota Damansara,13
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Covered car park",Selangor,"❗ Walking distance to LRT & Private room @SS2 only at RM580❗❗❗ Near to SS2, UPTOWN, STARLING MALL, ATRIA, 1 UTAMA",RM 580.00,Middle Room,12,Views, Walking distance to LRT  Private room SS2 only at RM580 Near to SS2 UPTOWN STARLING MALL ATRIA 1 UTAMA,9
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Near KTM, Near Bus stop, 24 hours security, Gymnasium Facility",Selangor,"Single Room at Astetica Residences, Seri Kembangan",RM 620.00,Single Room,20,Views,Single Room at Astetica Residences Seri Kembangan,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Near KTM / LRT, Near LRT / MRT, Near LRT, Near Train, Near Bus stop, Covered car park, Mini Market",Selangor,0️⃣Deposit! Middle Room with Queen Bed for rent at Subang SS18 🚶‍♂️3min walk to LRT SS18 🌟🚗5min drive to sunway/ss15,RM 560.00,Middle Room,79,Views,0Deposit Middle Room with Queen Bed for rent at Subang SS18 3min walk to LRT SS18 5min drive to sunwayss15,11
"Washing Machine, Wifi / Internet Access, Private Bathroom, Near LRT, Near Train, Near Bus stop",Malaysia,"Middle Room at Puchong, Selangor",RM 602.00,Middle Room,97,Views,Middle Room at Puchong Selangor,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT, Near Bus stop, 24 hours security, Covered car park, Surau, Mini Market",Selangor,"Free one month rental ‼️🤩🤩Newly renovated Single Room at SS2, Petaling Jaya available ‼️‼️",RM 450.00,Single Room,63,Views,Free one month rental Newly renovated Single Room at SS2 Petaling Jaya available ,11
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom",Petaling Jaya,"Low Deposit!~ Single Room at Taman Megah, Kelana Jaya Near SS2, Damansara",RM 550.00,Single Room,107,Views,Low Deposit Single Room at Taman Megah Kelana Jaya Near SS2 Damansara,4
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Private Bathroom, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Malaysia,"Master Room at Union Suites @ Bandar Sunway, Selangor","RM 1,200.00",Master Room,132,Views,Master Room at Union Suites  Bandar Sunway Selangor,15
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, Covered car park, Mini Market",Selangor,"🔰 3 mins walk to Damansara Uptown 🔰 Single Room in SS22 📣📣 Fully Furnished, High Speed Wifi, & Utilities Included",RM 600.00,Single Room,7,Views, 3 mins walk to Damansara Uptown  Single Room in SS22  Fully Furnished High Speed Wifi  Utilities Included,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Bus stop, Playground, Covered car park, Mini Market",Selangor,New room infront of Chow Yang area,RM 480.00,Single Room,10,Views,New room infront of Chow Yang area,9
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Near LRT, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Multi-purpose hall, Playground",Malaysia,0% Deposit ! Junior Room Available in Chymes Residences @ Datuk Keramat with Free WIFI,RM 500.00,Single Room,209,Views,0 Deposit  Junior Room Available in Chymes Residences  Datuk Keramat with Free WIFI,11
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, 24 hours security, Playground, Covered car park, Mini Market",Shah Alam,"Middle Room at Anggerik Doritis, Kota Kemuning",RM 600.00,Middle Room,30,Views,Middle Room at Anggerik Doritis Kota Kemuning,8
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Covered car park, Mini Market",Selangor,🔥Low Deposit🔥Nice room located in Setia Alam,RM 580.00,Single Room,52,Views,Low DepositNice room located in Setia Alam,7
"Air-Conditioning, Washing Machine, Cooking Allowed, Share Bathroom, Private Bathroom, 24 hours security, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Covered car park, Surau, Mini Market",Selangor,Middle room for rent @ Mutiara Ville,RM 550.00,Middle Room,41,Views,Middle room for rent  Mutiara Ville,14
"Air-Conditioning, Washing Machine, Cooking Allowed, Private Bathroom, Near LRT / MRT, Near KTM, 24 hours security, Swimming Pools, Gymnasium Facility, Covered car park",Selangor,"Furnished Master Room at Univ360 near Astetica Residence, The MInes, UPM, Australian Int'l School, Hospital Serdang, UNITEN, Bkt Jalil, Balakong",RM 700.00,Master Room,102,Views,Furnished Master Room at Univ360 near Astetica Residence The MInes UPM Australian Intl School Hospital Serdang UNITEN Bkt Jalil Balakong,10
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, TV, Share Bathroom, Near MRT, Near Bus stop, Swimming Pools, Gymnasium Facility, OKU Friendly, Multi-purpose hall, Playground, Surau, Mini Market",Petaling Jaya,"Single Room at Pelangi Utama, Bandar Utama",RM 550.00,Single Room,244,Views,Single Room at Pelangi Utama Bandar Utama,15
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, 24 hours security",Selangor,Room Ready to move in ✔,RM 550.00,Single Room,41,Views,Room Ready to move in ,6
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near Train, Near Bus stop",Selangor,Non sharing room available at SS21 Damansara Uptown ‼️‼️🏠🏠🏠🏠,RM 600.00,Middle Room,37,Views,Non sharing room available at SS21 Damansara Uptown ,7
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Private Bathroom, Near KTM, Near LRT, Near Bus stop, Covered car park, Mini Market",Selangor,🚄🚅🚈Room 5 MIN Walking To Lrt SS15🚈🚅🚄,RM 450.00,Single Room,121,Views,Room 5 MIN Walking To Lrt SS15,11
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Share Bathroom, Near Bus stop",Selangor,"❌Deposit Single Room for Rent in Section 17, Nearby UM, Sin Chew Daily, Jaya One",RM 550.00,Single Room,122,Views,Deposit Single Room for Rent in Section 17 Nearby UM Sin Chew Daily Jaya One,5
"Wifi / Internet Access, Near Train, 24 hours security",Kuala Lumpur,"Single Room at KL Sentral, KL City Centre",RM 550.00,Single Room,78,Views,Single Room at KL Sentral KL City Centre,3
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Private Bathroom, Near KTM, Near Bus stop, 24 hours security, Swimming Pools, Gymnasium Facility, Playground, Surau",Kuala Lumpur,"Master Room at D'Sands Residence, Old Klang Road",RM 930.00,Master Room,42,Views,Master Room at DSands Residence Old Klang Road,12
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Near Bus stop",Puchong,"⛳ Newly Refurbish Room for Rent 😎 Single Room at Taman Wawasan, Pusat Bandar Puchong",RM 450.00,Single Room,136,Views, Newly Refurbish Room for Rent  Single Room at Taman Wawasan Pusat Bandar Puchong,5
"Air-Conditioning, Washing Machine, Wifi / Internet Access, Cooking Allowed, Share Bathroom, Near LRT",Petaling Jaya,"⭕ZERO DEPOSIT Single Room at SS4, Kelana Jaya ⭕Walking Distance to LRT Kelana Jaya ⭕Access to Sunway Mas Commercial Centre, Aman Suria, Paradigm Mall",RM 380.00,Single Room,303,Views,ZERO DEPOSIT Single Room at SS4 Kelana Jaya Walking Distance to LRT Kelana Jaya Access to Sunway Mas Commercial Centre Aman Suria Paradigm Mall,6
